paper_id,category,fractional_weight
1433,Environmental Impact Assessment EIA Other EIA Matters,1.0
1434,Environmental Impact Assessment EIA Other EIA Matters,1.0
1435,Exchange of Information,1.0
1436,Historic Sites and Monuments,1.0
1437,Science issues,1.0
1438,Environmental Protection General,1.0
1439,Environmental Protection General,1.0
1440,Environmental Protection General,0.5
1440,Operation of the Antarctic Treaty system General,0.5
1441,Operation of the Antarctic Treaty system General,1.0
1442,Opening statements,1.0
1443,Safety and Operations in Antarctica,1.0
1444,Operational issues,1.0
1445,Safety and Operations in Antarctica,1.0
1446,Area Protection and Management Plans General,0.5
1446,Management Plans,0.5
1447,Safety and Operations in Antarctica,1.0
1448,Safety and Operations in Antarctica,1.0
1449,Educational issues,1.0
1450,Environmental Protection General,0.5
1450,Operation of the Antarctic Treaty system General,0.5
1451,Site Guidelines for Visitors,0.5
1451,Tourism and NG_Activities,0.5
1452,Environmental Monitoring and Reporting,0.5
1452,Waste management and disposal,0.5
1453,Environmental Monitoring and Reporting,0.5
1453,Tourism and NG_Activities,0.5
1454,Environmental Impact Assessment EIA Other EIA Matters,1.0
1455,Educational issues,1.0
1456,Science issues,1.0
1457,Historic Sites and Monuments,1.0
1458,Environmental Impact Assessment EIA Other EIA Matters,1.0
1459,Liability,1.0
1460,Liability,1.0
1461,Tourism and NG_Activities,1.0
1462,Operation of the Antarctic Treaty system The Secretariat,1.0
1463,Environmental Protection General,0.5
1463,Operation of the Antarctic Treaty system General,0.5
1464,Operation of the Antarctic Treaty system Reports,1.0
1465,Operation of the Antarctic Treaty system Reports,1.0
1466,Environmental Impact Assessment EIA Other EIA Matters,1.0
1467,Environmental Protection General,1.0
1468,Emergency report and contingency planning,1.0
1469,Fauna and Flora_General,1.0
1470,Operational issues,0.5
1470,Science issues,0.5
1471,Science issues,1.0
1472,Science issues,1.0
1473,Science issues,1.0
1474,Science issues,1.0
1475,Environmental Protection General,1.0
1476,Science issues,1.0
1477,Science issues,1.0
1478,Opening statements,1.0
1479,International Polar Year,1.0
1480,Educational issues,1.0
1481,Waste management and disposal,1.0
1482,Environmental Impact Assessment EIA Other EIA Matters,1.0
1483,Opening statements,1.0
1484,Waste management and disposal,1.0
1485,Area Protection and Management Plans General,0.5
1485,Management Plans,0.5
1486,Operational issues,1.0
1487,Educational issues,1.0
1488,Operation of the Antarctic Treaty system Reports,1.0
1489,Exchange of Information,1.0
1490,Opening statements,1.0
1491,Educational issues,0.5
1491,Operation of the Antarctic Treaty system General,0.5
1492,Exchange of Information,1.0
1493,Opening statements,1.0
1494,Operation of the Antarctic Treaty system General,1.0
1495,Exchange of Information,1.0
1496,Opening statements,1.0
1497,Operational issues,1.0
1498,Science issues,1.0
1499,Science issues,0.5
1499,Sub glacial Lakes,0.5
1500,Operation of the Antarctic Treaty system General,1.0
1501,Operation of the Antarctic Treaty system Reports,1.0
1502,Opening statements,1.0
1503,Operation of the Antarctic Treaty system Reports,1.0
1504,Science issues,1.0
1505,Environmental Protection General,0.5
1505,Science issues,0.5
1506,Opening statements,1.0
1507,Opening statements,1.0
1508,Environmental Impact Assessment EIA Other EIA Matters,0.5
1508,Environmental Monitoring and Reporting,0.5
1509,Liability,1.0
1510,Opening statements,1.0
1511,Drilling,1.0
1512,Exchange of Information,0.5
1512,Management Plans,0.5
1513,Exchange of Information,1.0
1515,International Polar Year,1.0
1516,Science issues,1.0
1517,Opening statements,1.0
1518,Science issues,1.0
1519,Historic Sites and Monuments,1.0
1521,Opening statements,1.0
1522,Safety and Operations in Antarctica,1.0
1523,Safety and Operations in Antarctica,1.0
1524,Educational issues,1.0
1526,Operation of the Antarctic Treaty system Reports,0.5
1526,Science issues,0.5
1527,Science issues,1.0
1528,Opening statements,1.0
1529,Opening statements,1.0
1530,Opening statements,1.0
1531,Environmental Protection General,0.5
1531,Operation of the Antarctic Treaty system General,0.5
1532,Tourism and NG_Activities,1.0
1533,Opening statements,1.0
1534,Science issues,1.0
1535,Opening statements,1.0
1536,Operation of the Antarctic Treaty system General,1.0
1537,Tourism and NG_Activities,1.0
1538,Opening statements,1.0
1539,Operation of the Antarctic Treaty system Reports,1.0
1540,Opening statements,1.0
1541,Operation of the Antarctic Treaty system Reports,1.0
1542,Opening statements,1.0
1543,Opening statements,1.0
1544,Opening statements,1.0
1545,Opening statements,1.0
1548,Environmental Protection General,1.0
1549,Comprehensive Environmental Evaluations,1.0
1550,Emergency report and contingency planning,1.0
1551,Environmental Impact Assessment EIA Other EIA Matters,0.5
1551,Environmental Monitoring and Reporting,0.5
1552,State of the Antarctic Environment Report SAER,1.0
1553,State of the Antarctic Environment Report SAER,1.0
1554,Comprehensive Environmental Evaluations,0.5
1554,Environmental Impact Assessment EIA Other EIA Matters,0.5
1555,Comprehensive Environmental Evaluations,0.5
1555,Environmental Impact Assessment EIA Other EIA Matters,0.5
1556,Management Plans,1.0
1557,Operation of the Antarctic Treaty system General,1.0
1558,Liability,1.0
1559,Environmental Protection General,0.5
1559,Liability,0.5
1560,Operation of the Antarctic Treaty system General,1.0
1561,Liability,1.0
1562,Operation of the Antarctic Treaty system General,1.0
1563,Liability,1.0
1564,Emergency report and contingency planning,1.0
1565,Exchange of Information,1.0
1566,Liability,1.0
1567,Management Plans,1.0
1568,Environmental Protection General,0.5
1568,Historic Sites and Monuments,0.5
1569,Historic Sites and Monuments,1.0
1570,Liability,1.0
1571,Exchange of Information,1.0
1576,Specially Protected Species,1.0
1577,Operation of the Antarctic Treaty system General,1.0
1578,Exchange of Information,1.0
1579,Liability,1.0
1580,Environmental Protection General,0.5
1580,Operational issues,0.5
1581,Environmental Monitoring and Reporting,1.0
1582,Environmental Monitoring and Reporting,1.0
1583,Area Protection and Management Plans General,0.5
1583,Marine Protected Areas,0.5
1584,Nonnative Species and Quarantine,1.0
1585,Exchange of Information,1.0
1586,Liability,1.0
1587,Liability,1.0
1588,Area Protection and Management Plans General,0.5
1588,Management Plans,0.5
1589,Area Protection and Management Plans General,1.0
1590,Comprehensive Environmental Evaluations,1.0
1591,Science issues,1.0
1592,Safety and Operations in Antarctica,1.0
1593,Liability,1.0
1594,Liability,1.0
1595,Management Plans,1.0
1596,Operation of the CEP,1.0
1597,Specially Protected Species,1.0
1598,Exchange of Information,1.0
1599,Area Protection and Management Plans General,0.5
1599,Environmental Protection General,0.5
1600,Environmental Domains Analysis,1.0
1601,Cooperation with Other Organisations,0.5
1601,Environmental Protection General,0.5
1602,Emergency report and contingency planning,0.5
1602,Environmental Protection General,0.5
1603,Historic Sites and Monuments,1.0
1604,Historic Sites and Monuments,1.0
1605,Management Plans,1.0
1606,Environmental Impact Assessment EIA Other EIA Matters,1.0
1607,Management Plans,1.0
1608,Management Plans,1.0
1609,Historic Sites and Monuments,1.0
1610,Exchange of Information,1.0
1611,Drilling,0.5
1611,Sub glacial Lakes,0.5
1612,Environmental Impact Assessment EIA Other EIA Matters,1.0
1613,Management Plans,1.0
1614,Historic Sites and Monuments,1.0
1615,Exchange of Information,1.0
1616,Exchange of Information,1.0
1617,Waste management and disposal,1.0
1618,Exchange of Information,1.0
1619,Environmental Impact Assessment EIA Other EIA Matters,1.0
1620,Cooperation with Other Organisations,0.5
1620,Exchange of Information,0.5
1622,Cooperation with Other Organisations,0.2
1622,Environmental Impact Assessment EIA Other EIA Matters,0.2
1622,Environmental Monitoring and Reporting,0.2
1622,Prevention of marine pollution,0.2
1622,Waste management and disposal,0.2
1623,Exchange of Information,1.0
1624,Exchange of Information,1.0
1625,Environmental Protection General,1.0
1626,Exchange of Information,1.0
1627,Area Protection and Management Plans General,0.5
1627,Marine Protected Areas,0.5
1628,Historic Sites and Monuments,1.0
1629,Environmental Impact Assessment EIA Other EIA Matters,0.5
1629,Environmental Protection General,0.5
1630,Cooperation with Other Organisations,1.0
1631,Management Plans,1.0
1632,Historic Sites and Monuments,1.0
1633,Exchange of Information,1.0
1634,Exchange of Information,1.0
1635,Exchange of Information,1.0
1636,Exchange of Information,1.0
1637,Historic Sites and Monuments,1.0
1638,Fauna and Flora_General,1.0
1639,Exchange of Information,1.0
1640,Exchange of Information,1.0
1641,Exchange of Information,1.0
1642,Exchange of Information,1.0
1643,Exchange of Information,1.0
1644,Environmental Protection General,1.0
1645,Waste management and disposal,1.0
1646,Exchange of Information,1.0
1647,Environmental Impact Assessment EIA Other EIA Matters,0.5
1647,Tourism and NG_Activities,0.5
1648,Drilling,0.5
1648,Environmental Impact Assessment EIA Other EIA Matters,0.5
1649,Environmental Protection General,1.0
1650,Environmental Protection General,1.0
1651,Exchange of Information,1.0
1652,Environmental Protection General,1.0
1653,Exchange of Information,1.0
1654,Management Plans,1.0
1655,Exchange of Information,1.0
1656,Emergency report and contingency planning,1.0
1657,Management Plans,1.0
1658,Emergency report and contingency planning,0.5
1658,Prevention of marine pollution,0.5
1659,Exchange of Information,1.0
1660,Area Protection and Management Plans General,0.5
1660,Fauna and Flora_General,0.5
1661,Environmental Monitoring and Reporting,0.5
1661,Fauna and Flora_General,0.5
1662,Environmental Protection General,1.0
1664,State of the Antarctic Environment Report SAER,1.0
1665,Exchange of Information,1.0
1666,Tourism and NG_Activities,1.0
1667,Site Guidelines for Visitors,0.5
1667,Tourism and NG_Activities,0.5
1668,Exchange of Information,1.0
1669,Waste management and disposal,1.0
1670,Exchange of Information,1.0
1671,Environmental Protection General,1.0
1672,Waste management and disposal,1.0
1673,Exchange of Information,1.0
1674,Marine Acoustics,1.0
1675,Environmental Monitoring and Reporting,0.5
1675,Tourism and NG_Activities,0.5
1676,Environmental Impact Assessment EIA Other EIA Matters,1.0
1677,Area Protection and Management Plans General,0.5
1677,Management Plans,0.5
1678,Exchange of Information,1.0
1679,Waste management and disposal,1.0
1680,Comprehensive Environmental Evaluations,0.5
1680,Drilling,0.5
1681,Environmental Impact Assessment EIA Other EIA Matters,1.0
1682,Environmental Protection General,1.0
1683,Management Plans,1.0
1684,Emergency report and contingency planning,0.5
1684,Tourism and NG_Activities,0.5
1685,Environmental Protection General,0.5
1685,Exchange of Information,0.5
1686,Environmental Protection General,1.0
1687,Exchange of Information,1.0
1688,Management Plans,1.0
1689,Environmental Impact Assessment EIA Other EIA Matters,1.0
1690,Cooperation with Other Organisations,1.0
1691,Waste management and disposal,1.0
1692,Tourism and NG_Activities,1.0
1693,State of the Antarctic Environment Report SAER,1.0
1694,Sub glacial Lakes,1.0
1695,Environmental Protection General,1.0
1696,Waste management and disposal,1.0
1697,Historic Sites and Monuments,1.0
1699,Exchange of Information,1.0
1700,Fauna and Flora_General,1.0
1702,Exchange of Information,1.0
1703,Exchange of Information,1.0
1704,Management Plans,1.0
1705,Environmental Monitoring and Reporting,1.0
1706,Environmental Protection General,1.0
1707,Exchange of Information,1.0
1708,Historic Sites and Monuments,1.0
1709,Exchange of Information,1.0
1710,Emergency report and contingency planning,1.0
1711,Environmental Impact Assessment EIA Other EIA Matters,1.0
1712,Environmental Impact Assessment EIA Other EIA Matters,0.5
1712,Environmental Protection General,0.5
1713,Environmental Protection General,1.0
1714,Environmental Impact Assessment EIA Other EIA Matters,1.0
1715,Marine Protected Areas,1.0
1716,Management Plans,1.0
1720,Management Plans,1.0
1721,Historic Sites and Monuments,1.0
1722,Environmental Protection General,0.5
1722,Fauna and Flora_General,0.5
1723,Specially Protected Species,1.0
1724,Area Protection and Management Plans General,1.0
1725,Management Plans,1.0
1726,State of the Antarctic Environment Report SAER,1.0
1727,Environmental Domains Analysis,1.0
1728,Environmental Impact Assessment EIA Other EIA Matters,0.5
1728,Environmental Protection General,0.5
1729,Management Plans,1.0
1730,Management Plans,1.0
1731,Management Plans,1.0
1732,Drilling,0.3333333333333333
1732,Environmental Impact Assessment EIA Other EIA Matters,0.3333333333333333
1732,Sub glacial Lakes,0.3333333333333333
1733,Management Plans,1.0
1734,Area Protection and Management Plans General,1.0
1735,Marine Acoustics,1.0
1736,Emergency report and contingency planning,0.5
1736,Environmental Protection General,0.5
1737,Fauna and Flora_General,1.0
1738,Emergency report and contingency planning,1.0
1740,State of the Antarctic Environment Report SAER,1.0
1741,Management Plans,1.0
1742,Management Plans,1.0
1743,Fauna and Flora_General,1.0
1744,Specially Protected Species,1.0
1745,Management Plans,1.0
1746,Biological Prospecting,1.0
1747,Management Plans,1.0
1821,Area Protection and Management Plans General,1.0
1822,Area Protection and Management Plans General,1.0
1823,Management Plans,1.0
1824,Management Plans,1.0
1825,CEP Strategy Discussions,1.0
1826,State of the Antarctic Environment Report SAER,1.0
1827,Tourism and NG_Activities,1.0
1828,Biological Prospecting,1.0
1829,Environmental Protection General,0.3333333333333333
1829,Management Plans,0.3333333333333333
1829,Operational issues,0.3333333333333333
1830,Management Plans,1.0
1831,Environmental Domains Analysis,1.0
1834,Tourism and NG_Activities,1.0
1836,Biological Prospecting,1.0
1837,Biological Prospecting,1.0
1838,Biological Prospecting,1.0
1839,Biological Prospecting,1.0
1840,Biological Prospecting,1.0
1841,Comprehensive Environmental Evaluations,1.0
1842,Management Plans,1.0
1843,Management Plans,1.0
1845,Historic Sites and Monuments,1.0
1846,Environmental Monitoring and Reporting,1.0
1847,Management Plans,1.0
1848,Management Plans,1.0
1849,Environmental Monitoring and Reporting,1.0
1851,Management Plans,1.0
1852,Exchange of Information,1.0
1853,Environmental Impact Assessment EIA Other EIA Matters,1.0
1854,Site Guidelines for Visitors,0.5
1854,Tourism and NG_Activities,0.5
